500 20 0.0116213 2.15122e+10
1000 20 0.0667712 2.9953e+10
1500 20 0.319392 2.11339e+10
2000 20 1.46334 1.09339e+10
2500 20 2.6357 1.18564e+10
3000 20 4.32548 1.24842e+10
