500 30 0.034746  215.853 
1000 30 0.159600 375.939 
1500 30 0.423115 478.594 
2000 30 0.860707 557.681 
2500 30 1.533047 611.527  
3000 30 2.410257 672.128 
3500 30 3.663314 702.233 
4000 30 5.234341 733.617 
4500 30 7.197308 759.659 
5000 30 9.634356 778.464 
