500 0.00838804 2.98043e+10 
1000 0.0216992 9.21693e+10 
1500 0.0439498 1.53584e+11 
2000 0.0849979 1.8824e+11 
2500 0.150204 2.0805e+11 
3000 0.247425 2.18248e+11 
